store,websites,store_id,attribute_set,type,product_type_id,has_options,name,product_name,sku,price,weight,status,category_ids,visibility,description,short_description,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,url_key,url_path,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,options_container,gift_message_available,enable_googlecheckout,tax_class_id,news_from_date,news_to_date,is_in_stock,manage_stock,use_config_manage_stock,,framer_config[mounts_count],framer_config[mounts_multi_price],framer_config[mounts_begin_price],framer_config[frames_begin_price],framer_config[a_few_images_price],framer_config_options,framer_config[image_generate],framer_apertures_options,frames,mounts,thickness,glazing,wall_view,re_skus,casier,qty
fra,collection,13,Default,framer,framer,1,New York Skyline,New York Skyline,w7677,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/7677.jpg,+/7677.jpg,+/7677.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Skyline,New York Skyline,7677,44.99,0,Enabled,"122, 141, 133","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/7677.jpg,+/7677.jpg,+/7677.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Skyline,New York Skyline,7677,44.99,0,Enabled,"122, 141, 133","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/7677.jpg,+/7677.jpg,+/7677.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7678,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/7678.jpg,+/7678.jpg,+/7678.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7678,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/7678.jpg,+/7678.jpg,+/7678.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7678,44.99,0,Enabled,"122, 141, 133","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/7678.jpg,+/7678.jpg,+/7678.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7678,44.99,0,Enabled,"122, 141, 133","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/7678.jpg,+/7678.jpg,+/7678.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Big Apple,New York Big Apple,w7680,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7680.jpg,+/7680.jpg,+/7680.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Big Apple,New York Big Apple,w7680,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7680.jpg,+/7680.jpg,+/7680.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Big Apple,New York Big Apple,7680,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7680.jpg,+/7680.jpg,+/7680.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Big Apple,New York Big Apple,7680,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7680.jpg,+/7680.jpg,+/7680.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Red Bus,London Red Bus,w7683,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7683.jpg,+/7683.jpg,+/7683.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Red Bus,London Red Bus,w7683,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7683.jpg,+/7683.jpg,+/7683.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Red Bus,London Red Bus,7683,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7683.jpg,+/7683.jpg,+/7683.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Red Bus,London Red Bus,7683,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7683.jpg,+/7683.jpg,+/7683.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Red Phone Booth,London Red Phone Booth,w7684,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7684.jpg,+/7684.jpg,+/7684.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Red Phone Booth,London Red Phone Booth,w7684,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7684.jpg,+/7684.jpg,+/7684.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Red Phone Booth,London Red Phone Booth,7684,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7684.jpg,+/7684.jpg,+/7684.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Red Phone Booth,London Red Phone Booth,7684,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7684.jpg,+/7684.jpg,+/7684.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Vw California Camper / Bus,Vw California Camper / Bus,w7793,9.99,0,Enabled,166,"Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7793.jpg,+/7793.jpg,+/7793.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Vw California Camper / Bus,Vw California Camper / Bus,w7793,9.99,0,Enabled,166,"Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7793.jpg,+/7793.jpg,+/7793.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Vw California Camper / Bus,Vw California Camper / Bus,7793,32.99,0,Enabled,"122, 141","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7793.jpg,+/7793.jpg,+/7793.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Vw California Camper / Bus,Vw California Camper / Bus,7793,32.99,0,Enabled,"122, 141","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7793.jpg,+/7793.jpg,+/7793.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Vw California Bus,Vw California Bus,w7794,9.99,0,Enabled,166,"Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7794.jpg,+/7794.jpg,+/7794.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Vw California Bus,Vw California Bus,w7794,9.99,0,Enabled,166,"Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7794.jpg,+/7794.jpg,+/7794.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Vw California Bus,Vw California Bus,7794,32.99,0,Enabled,"122, 141","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7794.jpg,+/7794.jpg,+/7794.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Vw California Bus,Vw California Bus,7794,32.99,0,Enabled,"122, 141","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7794.jpg,+/7794.jpg,+/7794.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7974,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7974.jpg,+/7974.jpg,+/7974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7974,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7974.jpg,+/7974.jpg,+/7974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7974,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7974.jpg,+/7974.jpg,+/7974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7974,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7974.jpg,+/7974.jpg,+/7974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7975,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7975.jpg,+/7975.jpg,+/7975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,w7975,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7975.jpg,+/7975.jpg,+/7975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7975,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7975.jpg,+/7975.jpg,+/7975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Brooklyn Bridge,New York Brooklyn Bridge,7975,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7975.jpg,+/7975.jpg,+/7975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Consani Game Of Fate,Consani Game Of Fate,w8569,9.99,0,Enabled,"167, 167","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8569.jpg,+/8569.jpg,+/8569.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Consani Game Of Fate,Consani Game Of Fate,w8569,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8569.jpg,+/8569.jpg,+/8569.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
