store,websites,store_id,attribute_set,type,product_type_id,has_options,name,product_name,sku,price,weight,status,category_ids,visibility,description,short_description,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,url_key,url_path,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,options_container,gift_message_available,enable_googlecheckout,tax_class_id,news_from_date,news_to_date,is_in_stock,manage_stock,use_config_manage_stock,,framer_config[mounts_count],framer_config[mounts_multi_price],framer_config[mounts_begin_price],framer_config[frames_begin_price],framer_config[a_few_images_price],framer_config_options,framer_config[image_generate],framer_apertures_options,frames,mounts,thickness,glazing,wall_view,re_skus,casier,qty
fr,grifgraf,10,Default,framer,framer,1,Paris Eiffel Tower,Paris Eiffel Tower,6971,32.99,0,Enabled,"122, 141, 141, 132, 146","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/6971.jpg,+/6971.jpg,+/6971.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,w6973,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6973.jpg,+/6973.jpg,+/6973.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,w6973,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6973.jpg,+/6973.jpg,+/6973.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,6973,44.99,0,Enabled,"122, 141, 133","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6973.jpg,+/6973.jpg,+/6973.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,6973,44.99,0,Enabled,"122, 141, 133","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6973.jpg,+/6973.jpg,+/6973.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Manhattan Night And Moon Midi,New York Manhattan Night And Moon Midi,w6974,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6974.jpg,+/6974.jpg,+/6974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Manhattan Night And Moon Midi,New York Manhattan Night And Moon Midi,w6974,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6974.jpg,+/6974.jpg,+/6974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Manhattan Night And Moon Midi,New York Manhattan Night And Moon Midi,6974,44.99,0,Enabled,"122, 141, 133","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6974.jpg,+/6974.jpg,+/6974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Manhattan Night And Moon Midi,New York Manhattan Night And Moon Midi,6974,44.99,0,Enabled,"122, 141, 133","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6974.jpg,+/6974.jpg,+/6974.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Paris Eiffel Tower,Paris Eiffel Tower,w6975,9.99,0,Enabled,"166, 165","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6975.jpg,+/6975.jpg,+/6975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Paris Eiffel Tower,Paris Eiffel Tower,w6975,9.99,0,Enabled,"166, 165","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6975.jpg,+/6975.jpg,+/6975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Paris Eiffel Tower,Paris Eiffel Tower,6975,44.99,0,Enabled,"122, 141, 132, 146","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6975.jpg,+/6975.jpg,+/6975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Paris Eiffel Tower,Paris Eiffel Tower,6975,44.99,0,Enabled,"122, 141, 132, 146","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6975.jpg,+/6975.jpg,+/6975.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Venice Il Bacio,Venice Il Bacio,w6976,9.99,0,Enabled,167,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6976.jpg,+/6976.jpg,+/6976.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Venice Il Bacio,Venice Il Bacio,w6976,9.99,0,Enabled,167,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6976.jpg,+/6976.jpg,+/6976.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Venice Il Bacio,Venice Il Bacio,6976,44.99,0,Enabled,"122, 134, 137","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6976.jpg,+/6976.jpg,+/6976.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Venice Il Bacio,Venice Il Bacio,6976,44.99,0,Enabled,"122, 134, 137","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6976.jpg,+/6976.jpg,+/6976.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Iconic Images,London Iconic Images,w6977,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/6977.jpg,+/6977.jpg,+/6977.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Iconic Images,London Iconic Images,w6977,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/6977.jpg,+/6977.jpg,+/6977.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Iconic Images,London Iconic Images,6977,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/6977.jpg,+/6977.jpg,+/6977.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Iconic Images,London Iconic Images,6977,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/6977.jpg,+/6977.jpg,+/6977.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Godfather Originial Movie Poster,Godfather Originial Movie Poster,w6984,9.99,0,Enabled,"165, 167","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/6984.jpg,+/6984.jpg,+/6984.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Godfather Originial Movie Poster,Godfather Originial Movie Poster,w6984,9.99,0,Enabled,"165, 167","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/6984.jpg,+/6984.jpg,+/6984.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Godfather Originial Movie Poster,Godfather Originial Movie Poster,6984,32.99,0,Enabled,"122, 154, 134","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/6984.jpg,+/6984.jpg,+/6984.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Godfather Originial Movie Poster,Godfather Originial Movie Poster,6984,32.99,0,Enabled,"122, 154, 134","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/6984.jpg,+/6984.jpg,+/6984.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Marilyn Monroe Red Lips,Marilyn Monroe Red Lips,w6987,9.99,0,Enabled,"167, 167","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/6987.jpg,+/6987.jpg,+/6987.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Marilyn Monroe Red Lips,Marilyn Monroe Red Lips,w6987,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/6987.jpg,+/6987.jpg,+/6987.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Marilyn Monroe Red Lips,Marilyn Monroe Red Lips,6987,32.99,0,Enabled,"122, 134, 134, 135","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/6987.jpg,+/6987.jpg,+/6987.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Marilyn Monroe Red Lips,Marilyn Monroe Red Lips,6987,32.99,0,Enabled,"122, 134, 134, 135","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/6987.jpg,+/6987.jpg,+/6987.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Audrey Hepburn Red Lips,Audrey Hepburn Red Lips,w6989,9.99,0,Enabled,"167, 167","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/6989.jpg,+/6989.jpg,+/6989.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Audrey Hepburn Red Lips,Audrey Hepburn Red Lips,w6989,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/6989.jpg,+/6989.jpg,+/6989.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Audrey Hepburn Red Lips,Audrey Hepburn Red Lips,6989,32.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/6989.jpg,+/6989.jpg,+/6989.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Audrey Hepburn Red Lips,Audrey Hepburn Red Lips,6989,32.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/6989.jpg,+/6989.jpg,+/6989.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Times Square At Night,New York Times Square At Night,w7346,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7346.jpg,+/7346.jpg,+/7346.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Times Square At Night,New York Times Square At Night,w7346,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7346.jpg,+/7346.jpg,+/7346.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Times Square At Night,New York Times Square At Night,7346,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7346.jpg,+/7346.jpg,+/7346.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Times Square At Night,New York Times Square At Night,7346,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7346.jpg,+/7346.jpg,+/7346.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Telephone Booth,London Telephone Booth,w7348,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/7348.jpg,+/7348.jpg,+/7348.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Telephone Booth,London Telephone Booth,w7348,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/7348.jpg,+/7348.jpg,+/7348.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Telephone Booth,London Telephone Booth,7348,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/7348.jpg,+/7348.jpg,+/7348.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Telephone Booth,London Telephone Booth,7348,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/7348.jpg,+/7348.jpg,+/7348.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Skyline,New York Skyline,w7677,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/7677.jpg,+/7677.jpg,+/7677.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
